65594,,15/06/2020,,,,Aurangabad,Maharashtra,MH,118,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94964
65595,,15/06/2020,,,,Jalna,Maharashtra,MH,8,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94965
65596,,15/06/2020,,,,Hingoli,Maharashtra,MH,3,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94966
65597,,15/06/2020,,,,Latur,Maharashtra,MH,5,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94967
65598,,15/06/2020,,,,Osmanabad,Maharashtra,MH,4,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94968
65599,,15/06/2020,,,,Nanded,Maharashtra,MH,6,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94969
65600,,15/06/2020,,,,Akola,Maharashtra,MH,5,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94970
65601,,15/06/2020,,,,Amravati,Maharashtra,MH,7,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94971
65602,,15/06/2020,,,,Yavatmal,Maharashtra,MH,9,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94972
65603,,15/06/2020,,,,Washim,Maharashtra,MH,4,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94973
65604,,15/06/2020,,,,Nagpur,Maharashtra,MH,33,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94974
65605,,15/06/2020,,,,Bhandara,Maharashtra,MH,1,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94975
65606,,15/06/2020,,,,Gondia,Maharashtra,MH,1,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94976
65607,,15/06/2020,,,,Chandrapur,Maharashtra,MH,3,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94977
65608,,15/06/2020,,,,Other State,Maharashtra,MH,8,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94978
65609,,15/06/2020,,,,,Maharashtra,MH,-2786,Hospitalized,,,https://t.me/indiacovid/7374,,,,,,94979
65610,,15/06/2020,,,,Mumbai,Maharashtra,MH,3139,Recovered,,,https://t.me/indiacovid/7374,,,,,,94980
65611,,15/06/2020,,,,Thane,Maharashtra,MH,1019,Recovered,,,https://t.me/indiacovid/7374,,,,,,94981
65612,,15/06/2020,,,,Raigad,Maharashtra,MH,84,Recovered,,,https://t.me/indiacovid/7374,,,,,,94982
65613,,15/06/2020,,,,Nashik,Maharashtra,MH,36,Recovered,,,https://t.me/indiacovid/7374,,,,,,94983
65614,,15/06/2020,,,,Jalgaon,Maharashtra,MH,62,Recovered,,,https://t.me/indiacovid/7374,,,,,,94984
65615,,15/06/2020,,,,Nandurbar,Maharashtra,MH,2,Recovered,,,https://t.me/indiacovid/7374,,,,,,94985
65616,,15/06/2020,,,,Pune,Maharashtra,MH,529,Recovered,,,https://t.me/indiacovid/7374,,,,,,94986
65617,,15/06/2020,,,,Solapur,Maharashtra,MH,14,Recovered,,,https://t.me/indiacovid/7374,,,,,,94987
65618,,15/06/2020,,,,Satara,Maharashtra,MH,25,Recovered,,,https://t.me/indiacovid/7374,,,,,,94988
65619,,15/06/2020,,,,Sangli,Maharashtra,MH,5,Recovered,,,https://t.me/indiacovid/7374,,,,,,94989
65620,,15/06/2020,,,,Sindhudurg,Maharashtra,MH,5,Recovered,,,https://t.me/indiacovid/7374,,,,,,94990
65621,,15/06/2020,,,,Ratnagiri,Maharashtra,MH,14,Recovered,,,https://t.me/indiacovid/7374,,,,,,94991
65622,,15/06/2020,,,,Aurangabad,Maharashtra,MH,61,Recovered,,,https://t.me/indiacovid/7374,,,,,,94992
65623,,15/06/2020,,,,Jalna,Maharashtra,MH,12,Recovered,,,https://t.me/indiacovid/7374,,,,,,94993
65624,,15/06/2020,,,,Parbhani,Maharashtra,MH,2,Recovered,,,https://t.me/indiacovid/7374,,,,,,94994
65625,,15/06/2020,,,,Latur,Maharashtra,MH,1,Recovered,,,https://t.me/indiacovid/7374,,,,,,94995
65626,,15/06/2020,,,,Nanded,Maharashtra,MH,10,Recovered,,,https://t.me/indiacovid/7374,,,,,,94996
65627,,15/06/2020,,,,Amravati,Maharashtra,MH,15,Recovered,,,https://t.me/indiacovid/7374,,,,,,94997
65628,,15/06/2020,,,,Yavatmal,Maharashtra,MH,1,Recovered,,,https://t.me/indiacovid/7374,,,,,,94998
65629,,15/06/2020,,,,Buldhana,Maharashtra,MH,4,Recovered,,,https://t.me/indiacovid/7374,,,,,,94999
65630,,15/06/2020,,,,Washim,Maharashtra,MH,2,Recovered,,,https://t.me/indiacovid/7374,,,,,,95000
65631,,15/06/2020,,,,Nagpur,Maharashtra,MH,26,Recovered,,,https://t.me/indiacovid/7374,,,,,,95001
65632,,15/06/2020,,,,Chandrapur,Maharashtra,MH,1,Recovered,,,https://t.me/indiacovid/7374,,,,,,95002
65633,,15/06/2020,,,,Gadchiroli,Maharashtra,MH,2,Recovered,,,https://t.me/indiacovid/7374,,,,,,95003
65634,,15/06/2020,,,,,Maharashtra,MH,-5071,Recovered,,,https://t.me/indiacovid/7374,,,,,,95004
65635,,15/06/2020,,,,Mumbai,Maharashtra,MH,68,Deceased,,,https://t.me/indiacovid/7374,,,,,,95005
65636,,15/06/2020,,,,Thane,Maharashtra,MH,46,Deceased,,,https://t.me/indiacovid/7374,,,,,,95006
65637,,15/06/2020,,,,Palghar,Maharashtra,MH,21,Deceased,,,https://t.me/indiacovid/7374,,,,,,95007
65638,,15/06/2020,,,,Raigad,Maharashtra,MH,8,Deceased,,,https://t.me/indiacovid/7374,,,,,,95008
65639,,15/06/2020,,,,Nashik,Maharashtra,MH,-1,Deceased,,,https://t.me/indiacovid/7374,,,,,,95009
65640,,15/06/2020,,,,Dhule,Maharashtra,MH,13,Deceased,,,https://t.me/indiacovid/7374,,,,,,95010
65641,,15/06/2020,,,,Jalgaon,Maharashtra,MH,4,Deceased,,,https://t.me/indiacovid/7374,,,,,,95011
65642,,15/06/2020,,,,Pune,Maharashtra,MH,14,Deceased,,,https://t.me/indiacovid/7374,,,,,,95012
65643,,15/06/2020,,,,Solapur,Maharashtra,MH,2,Deceased,,,https://t.me/indiacovid/7374,,,,,,95013
65644,,15/06/2020,,,,Ratnagiri,Maharashtra,MH,1,Deceased,,,https://t.me/indiacovid/7374,,,,,,95014
65645,,15/06/2020,,,,Jalna,Maharashtra,MH,2,Deceased,,,https://t.me/indiacovid/7374,,,,,,95015
65646,,15/06/2020,,,,,Maharashtra,MH,-178,Deceased,,,https://t.me/indiacovid/7374,,,,,,95016
